"Name","TID","Disabled","ExistsApple","ExistsAndroid","ExistsAmazon","Diamonds","USD","IconSWF","IconExportName","ShopItemExportName","OfferItemExportName","Order","RED","RMB","KunlunOnly","LenovoID","TencentID","HuaweiID","KunlunID","isOfferPackage","OfferedByCalendar","GiftCard","SCIDStore"
"com.supercell.magic.th3","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",2500,1999,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",4,,12800,,95475,"GD2017010414303301335949",2069009,20691009,"true",,,
"com.supercell.magic.th7","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",80,99,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",1,,600,,95476,"GD2017010414314501451990",2069010,20691010,"true",,,
"com.supercell.magic.builder1","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",500,499,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",2,,3000,,95477,"GD2016112815022111214192",2069011,20691011,"true",,,
"com.supercell.magic.builder2","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",1200,999,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",3,,6800,,95478,"GD2016112815035311537171",2069012,20691012,"true",,,
"com.supercell.magic.builder3","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",2500,1999,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",4,,12800,,95479,"GD2016112815051411147253",2069013,20691013,"true",,,
"com.supercell.magic.update1","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",500,499,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",2,,3000,,95480,"GD2017010414330701078705",2069014,20691014,"true",,,
"com.supercell.magic.update2","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",1200,999,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",3,,6800,,95481,"GD2016112815545011503616",2069015,20691015,"true",,,
"com.supercell.magic.update3","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",2500,1999,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",4,,12800,,95482,"GD2017010414353801381525",2069016,20691016,"true",,,
"com.supercell.magic.resource7","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",80,99,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",1,,600,,95483,"GD2016112815575311539622",2069017,20691017,"true",,,
"com.supercell.magic.resource1","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",500,499,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",2,,3000,,101458,"GD2017010414394901494939",2069018,20691018,"true",,,
"com.supercell.magic.resource2","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",1200,999,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",3,,6800,,101459,"GD2017010414423601366817",2069019,20691019,"true",,,
"com.supercell.magic.resource3","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",2500,1999,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",4,,12800,,101460,"GD2017010414513001307092",2069020,20691020,"true",,,
"com.supercell.magic.resource4","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",6500,4999,"sc/shop.sc","icon_gem_large","shop_item_diamond_pack_large","special_offer_item_gem_4",5,,32800,,101461,"GD2017010415135601569410",2069021,20691021,"true",,,
"com.supercell.magic.resource5","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",14000,9999,"sc/shop.sc","icon_gem_huge","shop_item_diamond_pack_large","special_offer_item_gem_5",6,,64800,,101462,"GD2017010415161201126063",2069022,20691022,"true",,,
"com.supercell.magic.gift1","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",500,499,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",2,,3000,,111920,"GD2017121417513912395116",2069023,20691023,"true",,,
"com.supercell.magic.gift2","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",1200,999,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",3,,6800,,111921,"GD2017010415251201129202",2069024,20691024,"true",,,
"com.supercell.magic.gift3","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",2500,1999,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",4,,12800,,111922,"GD2017010415261301136919",2069025,20691025,"true",,,
"com.supercell.magic.gift4","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",6500,4999,"sc/shop.sc","icon_gem_large","shop_item_diamond_pack_large","special_offer_item_gem_4",5,,32800,,111923,"GD2017010415272001209774",2069026,20691026,"true",,,
"com.supercell.magic.gift5","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",14000,9999,"sc/shop.sc","icon_gem_huge","shop_item_diamond_pack_large","special_offer_item_gem_5",6,,64800,,111924,"GD2017010415283101316898",2069027,20691027,"true",,,
"com.supercell.magic.holiday7","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",80,99,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",1,,600,,111925,"GD2017010415294401446828",2069028,20691028,"true",,,
"com.supercell.magic.holiday1","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",500,499,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",2,,3000,,111926,"GD2017010415312801282256",2069029,20691029,"true",,,
"com.supercell.magic.holiday2","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",1200,999,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",3,,6800,,111927,"GD2017010415322601262358",2069030,20691030,"true",,,
"com.supercell.magic.holiday3","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",2500,1999,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",4,,12800,,111928,"GD2017010415332001206320",2069031,20691031,"true",,,
"com.supercell.magic.deco1","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",500,499,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,3000,,145998,"GD2017061515321206128563",2069032,20691032,"TRUE",,,
"com.supercell.magic.deco3","TID_SPECIAL_OFFER","TRUE","TRUE","FALSE","TRUE",2500,1999,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_1",0,,12800,,145999,"GD2017061515351306134273",2069033,20691033,"TRUE",,,
"com.supercell.magic.bh1","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",500,499,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",2,,3000,,165074,"GD2017092215334409443080",2069034,20691034,"true",,,
"com.supercell.magic.bh2","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",1200,999,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",3,,6800,,165075,"GD2017092215351909199277",2069035,20691035,"true",,,
"com.supercell.magic.bh3","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",2500,1999,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",4,,12800,,165076,"GD2017092215363409344266",2069036,20691036,"true",,,
"com.supercell.magic.resource_0.99","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",80,99,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",0,,600,,186998,"GD2017121417533412342907",2069038,20691038,"true",,,
"com.supercell.magic.resource_1.99","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",100,199,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",0,,1200,,186999,"GD2017121417595012509601",2069039,20691039,"true",,,
"com.supercell.magic.resource_2.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",130,299,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",0,,1800,,187000,"GD2017121418023612361850",2069040,20691040,"true",,,
"com.supercell.magic.resource_3.99","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",150,399,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",0,,2500,,187001,"GD2017121418030912099163",2069041,20691041,"true",,,
"com.supercell.magic.resource_4.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",,499,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",0,,3000,,187002,"GD2017121418045512556066",2069042,20691042,"true",,,
"com.supercell.magic.resource_5.99","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",200,599,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",0,,4000,,187003,"GD2017121418062412241971",2069043,20691043,"true",,,
"com.supercell.magic.resource_6.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",,699,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",0,,4500,,187004,"GD2017121418074512457063",2069044,20691044,"true",,,
"com.supercell.magic.resource_7.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",250,799,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",0,,5000,,187005,"GD2017121418091912197801",2069045,20691045,"true",,,
"com.supercell.magic.resource_8.99","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",250,899,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",0,,6000,,187006,"GD2017121418105612565898",2069046,20691046,"true",,,
"com.supercell.magic.resource_9.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",,999,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,6800,,187007,"GD2017121418121612161471",2069047,20691047,"true",,,
"com.supercell.magic.resource_10.99","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",350,1099,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,7300,,187008,"GD2017121418134812483019",2069048,20691048,"true",,,
"com.supercell.magic.resource_11.99","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",400,1199,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,7800,,187009,"GD2017121418162212228639",2069049,20691049,"true",,,
"com.supercell.magic.resource_12.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",420,1299,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,8800,,187010,"GD2017121418174712473642",2069050,20691050,"true",,,
"com.supercell.magic.resource_13.99","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",450,1399,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,9300,,187011,"GD2017121418185712572525",2069051,20691051,"true",,,
"com.supercell.magic.resource_14.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",500,1499,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,9800,,187012,"GD2017121418200912093206",2069052,20691052,"true",,,
"com.supercell.magic.resource_15.99","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",600,1599,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,10800,,187013,"GD2017121418212012204262",2069053,20691053,"true",,,
"com.supercell.magic.resource_16.99","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",700,1699,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,11300,,187014,"GD2017121418223612363226",2069054,20691054,"true",,,
"com.supercell.magic.resource_17.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",800,1799,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,11800,,187015,"GD2017121418234712475466",2069055,20691055,"true",,,
"com.supercell.magic.resource_18.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",900,1899,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,12300,,187016,"GD2017121418245612563250",2069056,20691056,"true",,,
"com.supercell.magic.resource_19.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",,1999,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,12800,,187017,"GD2017121418261812188333",2069057,20691057,"true",,,
"com.supercell.magic.resource_20.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",1100,2099,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,13800,,187018,"GD2017121418272212225101",2069058,20691058,"true",,,
"com.supercell.magic.resource_21.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",1200,2199,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,14800,,187019,"GD2017121418283712377092",2069059,20691059,"true",,,
"com.supercell.magic.resource_22.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",1300,2299,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,15300,,187020,"GD2017121418312012205970",2069060,20691060,"true",,,
"com.supercell.magic.resource_23.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",1400,2399,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,15800,,187021,"GD2017121418324112416868",2069061,20691061,"true",,,
"com.supercell.magic.resource_24.99","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",1500,2499,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,16300,,187022,"GD2017121418334712474549",2069062,20691062,"true",,,
"com.supercell.magic.resource_29.99","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",1800,2999,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,19800,,187023,"GD2017121418350912094026",2069063,20691063,"true",,,
"com.supercell.magic.resource_34.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",2000,3499,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",0,,23300,,187024,"GD2017121418362112214331",2069064,20691064,"true",,,
"com.supercell.magic.resource_40.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",2300,4099,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",0,,26300,,187025,"GD2017121418373812381489",2069065,20691065,"true",,,
"com.supercell.magic.resource_44.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",2500,4499,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",0,,28300,,187026,"GD2017121418384112417808",2069066,20691066,"true",,,
"com.supercell.magic.resource_49.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",,4999,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",0,,32800,,187027,"GD2017121418394812485526",2069067,20691067,"true",,,
"com.supercell.magic.resource_54.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",3300,5499,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",0,,34800,,187028,"GD2017121418410212023288",2069068,20691068,"true",,,
"com.supercell.magic.resource_59.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",3500,5999,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",0,,38800,,187029,"GD2017121418421112117519",2069069,20691069,"true",,,
"com.supercell.magic.resource_64.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",3800,6499,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",0,,41800,,187030,"GD2017121418432012202244",2069070,20691070,"true",,,
"com.supercell.magic.resource_69.99","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",4200,6999,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",0,,44800,,187031,"GD2017121418442312234604",2069071,20691071,"true",,,
"com.supercell.magic.resource_74.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",4500,7499,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",0,,48800,,187032,"GD2017121418452712276720",2069072,20691072,"true",,,
"com.supercell.magic.resource_79.99","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",5000,7999,"sc/shop.sc","icon_gem_large","shop_item_diamond_pack_large","special_offer_item_gem_4",0,,51800,,187033,"GD2017121418470512051901",2069073,20691073,"true",,,
"com.supercell.magic.resource_84.99","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",5500,8499,"sc/shop.sc","icon_gem_large","shop_item_diamond_pack_large","special_offer_item_gem_4",0,,54800,,187034,"GD2017121418481412141710",2069074,20691074,"true",,,
"com.supercell.magic.resource_89.99","TID_SPECIAL_OFFER","TRUE","FALSE","FALSE","FALSE",6000,8999,"sc/shop.sc","icon_gem_large","shop_item_diamond_pack_large","special_offer_item_gem_4",0,,58800,,187035,"GD2017121418491312138172",2069075,20691075,"true",,,
"com.supercell.magic.resource_99.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",,9999,"sc/shop.sc","icon_gem_large","shop_item_diamond_pack_large","special_offer_item_gem_4",0,,64800,,197027,"GD2018022714202402249591",2069076,20691076,"true",,,
"com.supercell.magic.gemconversion_0.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",,99,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,600,,229920,"GD2018090715064209429625",2069077,20691077,"true",,,
"com.supercell.magic.gemconversion_2.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",,299,"sc/shop.sc","icon_gem_large","shop_item_diamond_pack_large","special_offer_item_gem_4",0,,1800,,229921,"GD2018090715091409141240",2069078,20691078,"true",,,
"com.supercell.magic.softconversion_0.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",,99,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,600,,229922,"GD2018090715095609564054",2069079,20691079,"true",,,
"com.supercell.magic.softconversion_2.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",,299,"sc/shop.sc","icon_gem_large","shop_item_diamond_pack_large","special_offer_item_gem_4",0,,1800,,229923,"GD2018090715104109417327",2069080,20691080,"true",,,
"com.supercell.magic.gpgc_campaign_25.00","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",,0,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,0,,,,,,"true",,"true",
"com.supercell.magic.gpgc_campaign_50.00","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",,0,"sc/shop.sc","icon_gem_medium","shop_item_diamond_pack_medium","special_offer_item_gem_3",0,,0,,,,,,"true",,"true",
"com.supercell.magic.gpgc_campaign_100.00","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",,0,"sc/shop.sc","icon_gem_large","shop_item_diamond_pack_large","special_offer_item_gem_4",0,,0,,,,,,"true",,"true",
"com.supercell.magic.gpgc_campaign_1000jpy","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",,0,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,0,,,,,,"true",,"true",
"com.supercell.magic.gpgc_campaign_2000jpy","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",,0,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_normal","special_offer_item_gem_2",0,,0,,,,,,"true",,"true",
"com.supercell.magic.gpgc_campaign_iap1","TID_SPECIAL_OFFER","TRUE","FALSE","TRUE","FALSE",,0,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,0,,,,,,"true",,"true",
"com.supercell.magic.softconversion_1.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",,199,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,1200,,245931,"GD2018120317305312531676",2069082,,"true",,,
"com.supercell.magic.softconversion_3.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",,399,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,2500,,245933,"GD2018120317315012505111",2069084,,"true",,,
"com.supercell.magic.goldpass_4.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",,499,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,3000,,257169,"GD2019030510544803485323",2069085,20691085,,,,
"GoldPassTokenSCID","TID_SPECIAL_OFFER",,,,,,0,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,0,,,,,,,,,"TRUE"
"com.supercell.magic.th4refresh_2.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",500,299,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_4",0,,1800,,20111904,"GD2020111916057783317023",2069089,20691089,"true",,,
"com.supercell.magic.th7refreshalt_6.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",700,699,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_0",0,,4500,,20111905,"GD2020111916057783487470",2069090,20691090,"true",,,
"com.supercell.magic.th10refreshalt_9.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",500,999,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_normal","special_offer_item_gem_1",0,,6800,,20111906,"GD2020111916057783638595",2069091,20691091,"true",,,
"com.supercell.magic.builder1_2.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",500,299,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_1",2,,1800,,20111901,"GD2020111916057782787801",2069086,20691086,"true",,,
"com.supercell.magic.builder2_4.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",1000,499,"sc/shop.sc","icon_gem_tiny","shop_item_diamond_pack_normal","special_offer_item_gem_2",3,,3000,,20111902,"GD2020111916057782967372",2069087,20691087,"true",,,
"com.supercell.magic.builder3_9.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",2000,999,"sc/shop.sc","icon_gem_small","shop_item_diamond_pack_medium","special_offer_item_gem_3",4,,6800,,20111903,"GD2020111916057783165021",2069088,20691088,"true",,,
"com.supercell.magic.deals_14.99","TID_SPECIAL_OFFER","TRUE","TRUE","TRUE","TRUE",,1499,"sc/shop.sc","icon_gem_normal","shop_item_diamond_pack_medium","special_offer_item_gem_1",0,,9800,,20111907,"GD2021081016285671094633",2069092,20691092,"true",,,
