"Name","ParticleCount","EmissionTime","MinLife","MaxLife","MinHorizAngle","MaxHorizAngle","MinVertAngle","MaxVertAngle","MinSpeed","MaxSpeed","StartX","StartY","StartZ","TargetedEndZ","Gravity","OrientToMovement","OrientToParent","BounceFromGround","IsIsoParticle","ParticleSwf","ParticleExportName","AdditiveBlend","Inertia","Slowdown","StartRadius","StartScale","EndScale","MinRotate","MaxRotate","ParticleFadeOutTime","ScaleTimeline","FadeInTime","FadeOutTime","StartAngleMin","StartAngleMax","ScaleRandomMin","ScaleRandomMax","Alpha"
"AirDefence3_hit3",1,900,600,1200,0,360,0,0,1,1,0,0,200,0,0,"false","false","false","false","sc/buildings.sc","wizard_tower_explosion","true",20,0,0,20,120,-10,10,300,"true",0,0,0,0,100,100,100
"AirDefence3_hit4",5,900,450,500,0,360,0,0,1,1,0,0,200,0,0,"false","false","false","false","sc/buildings.sc","wizard_tower_explosion","true",20,0,85,20,120,-10,10,400,"true",0,0,0,0,100,100,100
"AirDefenceMini1_hit1",3,150,250,300,0,360,0,90,10,25,0,0,200,0,-60,"false","true","true","false","sc/buildings.sc","fireball3b","true",20,0,10,1,20,-5,5,100,"true",0,0,0,0,100,100,100
"AirDefenceMini1_hit2",5,2,800,1500,0,360,0,90,300,750,0,0,200,0,1000,"false","true","true","false","sc/buildings.sc","fireball3b","true",23,0,1,3,5,0,90,2000,"true",0,0,0,0,100,100,100
"AirDefenceMini1_hit3",1,150,600,1200,0,360,0,0,1,1,0,0,200,0,0,"false","false","false","false","sc/buildings.sc","wizard_tower_explosion","true",20,0,0,10,30,-10,10,500,"true",0,0,0,0,100,100,100
"AirDefenceMini2_hit1",4,150,250,300,0,360,0,90,10,25,0,0,200,0,-60,"false","true","true","false","sc/buildings.sc","fireball3b","true",20,0,10,1,40,-5,5,100,"true",0,0,0,0,100,100,100
"AirDefenceMini2_hit2",7,2,500,1500,0,360,0,90,300,750,0,0,200,0,1000,"false","true","true","false","sc/buildings.sc","fireball3b","true",23,0,1,3,5,0,90,2000,"true",0,0,0,0,100,100,100
"AirDefenceMini2_hit3",1,250,600,1200,0,360,0,0,1,1,0,0,200,0,0,"false","false","false","false","sc/buildings.sc","wizard_tower_explosion","true",20,0,0,10,30,-10,10,300,"true",0,0,0,0,100,100,100
"AirDefenceMini2_hit4",3,250,450,500,0,360,0,0,1,1,0,0,200,0,0,"false","false","false","false","sc/buildings.sc","wizard_tower_explosion","true",20,0,10,10,30,-10,10,400,"true",0,0,0,0,100,100,100
"AirDefenceMini3_hit1",5,200,250,300,0,360,0,90,10,25,0,0,200,0,-60,"false","true","true","false","sc/buildings.sc","fireball3b","true",20,0,10,1,40,-5,5,100,"true",0,0,0,0,100,100,100
"AirDefenceMini3_hit2",5,2,500,1500,0,360,0,90,300,750,0,0,200,0,1000,"false","true","true","false","sc/buildings.sc","fireball3b","true",23,0,1,3,5,0,90,2000,"true",0,0,0,0,100,100,100
"AirDefenceMini3_hit3",1,250,600,1200,0,360,0,0,1,1,0,0,200,0,0,"false","false","false","false","sc/buildings.sc","wizard_tower_explosion","true",20,0,0,10,30,-10,10,300,"true",0,0,0,0,100,100,100
"AirDefenceMini3_hit4",5,250,450,500,0,360,0,0,1,1,0,0,200,0,0,"false","false","false","false","sc/buildings.sc","wizard_tower_explosion","true",20,0,10,10,30,-10,10,400,"true",0,0,0,0,100,100,100
"AirDefenseBarrel_Fire_balls",5,2,800,1500,0,360,0,90,600,1500,0,0,180,0,1000,"false","true","true","false","sc/buildings.sc","fireball3b","true",15,0,40,8,10,0,90,1500,"true",0,0,0,0,100,100,100
"AirDefenseBarrel_Fire_balls_z_offset",5,2,800,1500,0,360,0,90,600,1500,0,0,30,0,1000,"false","true","true","false","sc/buildings.sc","fireball3b","true",15,0,40,8,10,0,90,1500,"true",0,0,0,0,100,100,100
"AirDefenseBarrel_Fire_explosion",10,1,400,800,0,90,-20,-20,20,50,0,0,220,0,-60,"false","true","true","false","sc/buildings.sc","FireParticle1","true",20,0,80,80,150,-5,5,100,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"FireParticle2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"FireParticle3","true",,,,,,,,,,,,,,,,
"AirDefenseBarrel_Fire_explosion_z_offset",10,1,400,800,0,90,-20,-20,20,50,0,0,70,0,-60,"false","true","true","false","sc/buildings.sc","FireParticle1","true",20,0,80,80,150,-5,5,100,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"FireParticle2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"FireParticle3","true",,,,,,,,,,,,,,,,
"AirDefenseBarrel_bomb_area",1,100,400,600,0,0,0,0,1,10,0,0,150,0,0,"false","false","false","false","sc/buildings.sc","damage_radius_bomb","true",100,0,0,150,160,0,0,1000,"true",0,0,0,0,100,100,80
"AirDefenseBarrel_bomb_area_z_offset",1,100,400,600,0,0,0,0,1,10,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","damage_radius_bomb","true",100,0,0,150,160,0,0,1000,"true",0,0,0,0,100,100,80
"AirDefenseBarrel_dustring",5,1,400,800,0,360,10,10,300,750,0,0,180,0,-5,"false","false","false","false","sc/buildings.sc","d5","false",60,0,50,20,30,-50,50,500,"true",0,0,0,0,100,100,100
"AirDefenseBarrel_dustring_z_offset",5,1,400,800,0,360,10,10,300,750,0,0,30,0,-5,"false","false","false","false","sc/buildings.sc","d5","false",60,0,50,20,30,-50,50,500,"true",0,0,0,0,100,100,100
"AirDefenseBarrel_flash",2,150,150,150,0,0,0,0,0,0,0,0,180,0,0,"false","false","false","false","sc/buildings.sc","spell_range_marker_3","true",0,0,0,10,200,0,0,100,"true",0,0,0,0,100,100,100
"AirDefenseBarrel_flash_z_offset",2,150,150,150,0,0,0,0,0,0,0,0,30,0,0,"false","false","false","false","sc/buildings.sc","spell_range_marker_3","true",0,0,0,10,200,0,0,100,"true",0,0,0,0,100,100,100
"AirDefenseBarrel_mushcloud",2,100,1200,2000,0,360,45,90,4000,5000,0,0,80,0,-800,"false","false","false","false","sc/buildings.sc","s1","false",300,0,0,100,240,-15,15,600,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"d5","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"d4","false",,,,,,,,,,,,,,,,
"AirDefenseBarrel_mushcloud_z_offset",2,100,1200,2000,0,360,45,90,4000,5000,0,0,-70,0,-800,"false","false","false","false","sc/buildings.sc","s1","false",300,0,0,100,240,-15,15,600,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"d5","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"d4","false",,,,,,,,,,,,,,,,
"AirDefenseBarrel_spark",25,0,500,1000,0,360,30,90,500,1000,0,0,180,0,1500,"false","true","true","false","sc/buildings.sc","spark_flame","true",30,20,10,155,10,-5,5,600,"false",0,600,0,0,100,100,100
"AirDefenseBarrel_spark_z_offset",10,0,500,1000,0,360,30,90,500,1000,0,0,30,0,1500,"false","true","true","false","sc/buildings.sc","spark_flame","true",30,20,10,155,10,-5,5,600,"false",0,600,0,0,100,100,100
"Air_blaster_hit_explo",8,100,500,1500,0,360,15,33,200,400,0,0,10,0,400,"false","false","false","false","sc/buildings.sc","spark_flame2","true",10,0,30,100,10,-90,90,10,"false",10,100,0,0,100,100,100
"Air_blaster_hit_explo_center",3,100,400,600,0,360,15,80,1,2,0,0,5,0,0,"false","false","false","false","sc/buildings.sc","spark","true",0,0,30,300,10,-90,90,10,"false",10,50,0,0,100,100,100
"Air_blaster_test",1,10,3200,3200,0,0,0,0,200,200,0,0,100,0,0,"true","true","false","false","sc/buildings.sc","test_airmortar_fx","false",100,0,100,100,100,0,0,10,"true",10,10,0,0,100,100,100
"Air_bomb_area",1,100,1000,1041,0,0,0,0,1,10,0,0,100,0,0,"false","false","false","false","sc/buildings.sc","damage_radius_bomb","true",100,0,0,350,360,0,0,1041,"true",0,0,0,0,100,100,80
"Air_ring",2,20,3200,3200,0,360,0,360,1,1,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","isometric_soft_smokering1","false",100,0,1,180,220,0,0,400,"true",350,100,0,0,100,100,100
"Air_ring2",1,20,2800,3200,0,360,0,360,1,1,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","isometric_soft_smoke1","false",100,0,1,100,300,0,0,300,"false",150,1200,0,0,100,100,100
"Air_ring_start",1,20,400,600,0,360,0,360,1,1,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","isometric_soft_smokering1","false",100,0,1,33,220,0,0,300,"false",10,300,0,0,100,100,100
"Air_smoke_swirl",12,1200,600,1000,0,360,0,360,2,3,0,0,1,0,0,"true","false","false","false","sc/buildings.sc","smoke_swirl1","false",0,0,100,3,5,0,0,10,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"smoke_swirl2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"smoke_swirl3","false",,,,,,,,,,,,,,,,
"ArcherQueen_attack",2,1,1500,1500,0,360,5,5,10,50,0,0,30,0,-10,"false","true","false","false","sc/buildings.sc","d6","false",10,0,0,50,100,-40,40,2000,"true",0,0,0,0,100,100,100
"Arrow_Tower_lightFlash",1,1,160,160,0,0,0,0,0,0,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","spell_range_marker_3","true",0,0,0,30,50,0,0,340,"true",0,0,0,0,100,100,100
"ArtilleryHit_dustring",15,1,400,800,0,360,10,10,300,750,0,0,-50,0,-5,"false","false","false","false","sc/buildings.sc","d5","false",60,0,50,40,100,-50,50,500,"true",0,0,0,0,100,100,100
"ArtilleryHit_mushcloud",20,100,1200,2000,0,360,45,90,4000,5000,0,0,0,0,-800,"false","false","false","false","sc/buildings.sc","s1","false",300,0,0,100,240,-15,15,600,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"d5","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"d4","false",,,,,,,,,,,,,,,,
"ArtilleryHit_spark",10,1000,800,1500,0,360,-45,-45,100,200,80,0,-50,0,600,"false","true","true","false","sc/buildings.sc","spark_flame","true",10,0,100,200,50,-5,5,600,"false",0,600,0,0,100,100,100
"Balloon_Die_bloon",15,1,500,800,0,360,0,360,200,800,0,0,130,0,500,"true","false","true","false","sc/buildings.sc","balloonDebris3","false",10,0,0,20,10,20,90,250,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"balloonDebris1","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"balloonDebris4","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"balloonDebris2","false",,,,,,,,,,,,,,,,
"Balloon_Die_darkBloon",15,1,500,800,0,360,0,360,200,800,0,0,130,0,500,"true","false","true","false","sc/buildings.sc","balloonDebris3_dark","false",10,0,0,35,10,20,90,250,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"balloonDebris1_dark","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"balloonDebris4_dark","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"balloonDebris2_dark","false",,,,,,,,,,,,,,,,
"Balloon_Die_wood",4,20,1200,2200,0,360,30,90,700,1200,0,0,0,0,3000,"true","false","true","false","sc/buildings.sc","debris5","false",20,0,80,25,40,20,90,600,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"debris6","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris7","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris8","false",,,,,,,,,,,,,,,,
"Battle Ram Destroyed",30,1,700,1200,0,360,30,90,300,1200,0,0,0,0,3000,"false","false","true","false","sc/buildings.sc","debris1","false",0,300,50,70,100,20,90,400,"true",0,0,-180,180,80,120,100
,,,,,,,,,,,,,,,,,,,,,"debris_ram_3","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris12","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris_ram_2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris_ram_1","false",,,,,,,,,,,,,,,,
"Birthday_confetti_explosion",15,5,2000,3000,0,360,0,90,1,10,0,0,140,0,400,"false","false","false","false","sc/buildings.sc","confetti1","true",0,300,450,100,60,-20,30,3000,"true",100,2500,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"confetti2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"confetti3","true",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"confetti4","true",,,,,,,,,,,,,,,,
"Birthday_rings",1,150,300,300,0,0,0,0,1,10,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","birthdayspell_rangeRing1","true",0,0,0,20,75,0,0,400,"true",0,0,0,0,100,100,100
"Birthday_summon_area_glow",1,1,2500,2500,0,0,0,0,0,0,0,0,15,0,0,"false","false","false","false","sc/buildings.sc","birthday_glow","true",0,0,0,120,120,0,0,2000,"true",0,0,0,0,100,100,100
"Birthday_summon_confetti",15,500,1000,2000,0,360,0,90,1,10,0,0,550,0,1000,"false","false","false","false","sc/buildings.sc","confetti1","true",0,300,350,110,60,-20,30,2000,"true",100,1200,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"confetti2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"confetti3","true",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"confetti4","true",,,,,,,,,,,,,,,,
"Bomb Tower Bomb Appear1",1,1,2500,2500,0,0,0,0,0,0,20,0,70,0,0,"false","false","false","false","sc/buildings.sc","bomb_tower_bomb_lvl1","false",0,0,0,115,115,0,0,2500,"false",0,0,0,0,100,100,100
"Bomb Tower Bomb Appear2",1,1,2500,2500,0,0,0,0,0,0,20,0,70,0,0,"false","false","false","false","sc/buildings.sc","bomb_tower_bomb_lvl2","false",0,0,0,115,115,0,0,2500,"false",0,0,0,0,100,100,100
"Bomb Tower Bomb Appear3",1,1,2500,2500,0,0,0,0,0,0,20,0,70,0,0,"false","false","false","false","sc/buildings.sc","bomb_tower_bomb_lvl3","false",0,0,0,115,115,0,0,2500,"false",0,0,0,0,100,100,100
"Bomb Tower Bomb Appear4",1,1,2500,2500,0,0,0,0,0,0,20,0,70,0,0,"false","false","false","false","sc/buildings.sc","bomb_tower_bomb_lvl4","false",0,0,0,115,115,0,0,2500,"false",0,0,0,0,100,100,100
"BombTowerHit",10,100,400,1000,0,360,45,90,4000,5000,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","s1","false",300,0,0,100,175,-15,15,600,"true",0,0,0,0,100,100,50
,,,,,,,,,,,,,,,,,,,,,"s2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"s3","false",,,,,,,,,,,,,,,,
"Bomber_ground_bomb_area",1,100,200,250,0,0,0,0,1,10,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","damage_radius_bomb","true",100,0,0,300,310,0,0,1000,"true",0,0,0,0,100,100,80
"Bonus_Gems",4,300,1000,1200,0,360,80,90,850,950,0,0,33,0,1400,"false","false","true","false","sc/buildings.sc","gem_particle","false",0,0,20,100,10,-45,45,128,"false",60,128,0,0,100,100,100
"Building Destroyed",30,1,700,1200,0,360,30,90,300,1200,0,0,0,0,3000,"false","false","true","false","sc/buildings.sc","debris1","false",0,300,50,70,100,20,90,400,"true",0,0,-180,180,80,120,100
,,,,,,,,,,,,,,,,,,,,,"debris2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris3","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris4","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris5","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris6","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris7","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris8","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris9","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris10","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris11","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris12","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris13","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris14","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris15","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris16","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris17","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris18","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"debris19","false",,,,,,,,,,,,,,,,
"Building Ready",2,300,500,1200,0,0,0,0,100,200,0,0,185,0,0,"false","false","false","false","sc/buildings.sc","speed_up_fx","false",100,0,0,100,100,0,0,1,"true",0,0,0,0,100,100,100
"Cannon",3,300,200,2000,0,360,90,90,1000,3000,0,0,-20,0,0,"false","false","false","false","sc/buildings.sc","d1","false",60,0,80,70,140,0,30,500,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"d2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"d3","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"d4","false",,,,,,,,,,,,,,,,
"Cannon_fireBalls",5,1,400,750,-20,20,-20,20,300,800,0,0,70,0,500,"false","true","true","false","sc/buildings.sc","fireball3b","true",0,0,50,8,10,0,90,1500,"true",0,0,0,0,100,100,100
"Cannon_fireBalls2",5,1,400,750,-20,20,-20,20,300,800,0,0,70,0,500,"false","true","true","false","sc/buildings.sc","fireball3b","true",0,0,70,8,20,0,90,1500,"true",0,0,0,0,100,100,100
"Cannon_fireBalls3",0,30,400,750,-15,15,-15,15,5,1000,0,0,70,0,500,"false","true","true","false","sc/buildings.sc","fireball3b","true",15,0,70,14,8,0,90,1500,"true",0,0,0,0,100,100,100
"Cannon_flash",5,120,700,850,-10,10,-5,5,500,500,0,0,70,0,0,"false","true","false","false","sc/buildings.sc","d5","false",15,0,50,30,100,-40,90,2000,"true",0,0,0,0,100,100,100
"Cannon_flash2",5,120,700,850,-10,10,-5,5,500,500,0,0,70,0,0,"false","true","false","false","sc/buildings.sc","d5","false",15,0,70,30,150,-40,90,2000,"true",0,0,0,0,100,100,100
"Cannon_flash3",30,120,700,850,-10,10,-5,5,10,900,0,0,70,0,0,"false","true","false","false","sc/buildings.sc","d5","false",15,0,70,30,150,-40,90,2000,"true",0,0,0,0,100,100,100
"Cannon_smoke",15,30,1400,1800,-40,40,-40,40,-230,-500,0,0,70,0,-25,"false","true","false","false","sc/buildings.sc","d5","false",100,0,50,50,70,-180,180,4000,"true",0,0,0,0,100,100,100
"Cannon_smoke2",15,30,1400,1800,-40,40,-40,40,-230,-500,0,0,70,0,-25,"false","true","false","false","sc/buildings.sc","d5","false",100,0,70,50,120,-180,180,4000,"true",0,0,0,0,100,100,100
"Cannon_smoke3",40,30,1000,1800,-20,20,-20,20,0,50,0,0,70,0,-25,"false","true","false","false","sc/buildings.sc","d5","false",50,0,70,50,120,-180,180,4000,"true",0,0,0,0,100,100,100
"CauldronSplat",8,1,300,600,0,360,0,0,50,100,0,0,60,0,100,"false","false","false","false","sc/buildings.sc","eli3","false",0,0,10,50,100,-10,10,400,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"eli4","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"eli3","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"splat2","false",,,,,,,,,,,,,,,,
"Clone_appear_lvl1",1,1,300,320,0,360,0,0,0,0,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","clone_appear01","true",0,0,0,30,40,0,0,0,"true",0,0,0,0,100,100,100
"Clone_selected_lvl1_ground",1,1,300,320,0,360,0,0,0,0,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","clone_selected_ground01","true",0,0,0,30,40,0,0,0,"true",0,0,0,0,100,100,100
"Clone_selected_lvl1_top",1,1,300,320,0,360,0,0,0,0,0,0,0,0,0,"false","false","false","false","sc/buildings.sc","clone_selected_top01","true",0,0,0,30,40,0,0,0,"true",0,0,0,0,100,100,100
"Collect Dark Elixir",30,200,500,1200,0,360,60,90,1200,1500,0,0,0,0,1200,"false","false","false","false","sc/buildings.sc","deli1","false",1,0,0,50,110,-45,45,300,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"deli2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli3","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli4","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli5","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli6","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli7","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli8","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli9","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"deli10","false",,,,,,,,,,,,,,,,
"Collect Diamonds",20,0,1800,2000,0,360,60,90,1300,1800,0,0,0,0,200,"false","false","false","false","sc/buildings.sc","found_gem_fx","false",15,0,0,100,80,0,0,1,"false",0,0,0,0,100,100,100
"Collect Diamonds2",20,0,1800,2000,0,360,60,90,1300,1800,0,0,0,0,200,"false","false","false","false","sc/buildings.sc","gem2","false",15,0,0,100,80,0,0,1,"false",0,0,0,0,100,100,100
"Collect Elixir",30,200,500,1200,0,360,60,90,1200,1500,0,0,0,0,1200,"false","false","false","false","sc/buildings.sc","eli1","false",1,0,0,50,110,-45,45,300,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"eli2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"eli3","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"eli4","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"eli5","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"eli6","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"eli7","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"eli8","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"eli9","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"eli10","false",,,,,,,,,,,,,,,,
"Collect Gold",20,150,300,1300,0,360,60,90,1200,2000,0,0,0,0,1200,"false","false","true","false","sc/buildings.sc","coin2","false",4,0,0,50,80,-180,180,300,"false",0,0,0,0,100,100,100
"Collect Gold_2",20,150,300,1300,0,360,60,90,1200,2000,0,0,0,0,1200,"false","false","true","false","sc/buildings.sc","coin2_square","false",4,0,0,50,80,-180,180,300,"false",0,0,0,0,100,100,100
"Crusher_Dust2",20,80,600,1200,0,360,15,15,400,800,0,0,0,0,-100,"false","false","false","false","sc/buildings.sc","d1","false",30,30,130,190,160,-90,60,600,"true",0,0,-30,50,100,100,100
,,,,,,,,,,,,,,,,,,,,,"d2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"d3","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"d4","false",,,,,,,,,,,,,,,,
"Crusher_Grass",40,80,350,650,0,360,15,15,100,1500,0,0,30,0,1500,"false","false","true","false","sc/buildings.sc","g1","false",20,0,160,30,60,-30,30,300,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"g2","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"g3","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"g4","false",,,,,,,,,,,,,,,,
"Crusher_MegaGrass",0,400,350,600,0,360,20,50,1000,3000,0,0,0,0,500,"false","false","false","false","sc/buildings.sc","g2","false",40,0,200,50,100,-30,30,300,"true",0,0,0,0,100,100,100
,,,,,,,,,,,,,,,,,,,,,"g3","false",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"g4","false",,,,,,,,,,,,,,,,
