"Name","TaskType","ProgressType","Set","TID","InfoTID","IconSWF","IconExportName","Score","DurationMinutes","Quantity","Quantity2","Data1","Data2","SelectionWeight","Disabled"
"TH2_Home_UpgradeGoldStorage","UpgradeBuilding","Best","Regular","TID_STARTER_TH2_UPGRADEGOLDSTORAGE","TID_STARTER_TH2_INFO_UPGRADEGOLDSTORAGE","sc/buildings.sc","gold_storage_lvl2",25,9999,1,2,"Gold Storage",,,
"TH2_Home_UpgradeGoldMine","UpgradeBuilding","Best","Regular","TID_STARTER_TH2_UPGRADEGOLDMINE","TID_STARTER_INFO_BUILDANY","sc/buildings.sc","goldmine_lvl3",100,9999,2,3,"Gold Mine",,,
"TH2_Home_UpgradeElixir","UpgradeBuilding","Best","Regular","TID_STARTER_TH2_UPGRADEELXIR","TID_STARTER_INFO_BUILDANY","sc/buildings.sc","elixir_pump_lvl4",150,9999,2,4,"Elixir Pump",,,
"TH2_UpgradeAny","StartUpgradeHome","Accumulative","Regular","TID_STARTER_UPGRADEBUILDING","TID_STARTER_UPGRADEBUILDING_INFO","sc/ui.sc","Start_Upgrades_Home_Icon",75,9999,6,,,,,
"TH2_Battle_LootGold","LootResources","Accumulative","Regular","TID_STARTER_TH2_LOOTGOLD","TID_STARTER_TH2_INFO_LOOTGOLD","sc/ui.sc","Home_Get_Goldtarget",50,9999,4000,,"Gold",,,
"TH2_Destroy_HomeBuildings","DestroyHomeBuildings","Accumulative","Regular","TID_STARTER_TH5_DESTROYANY","TID_STARTER_TH5_INFO_DESTROYANY","sc/ui.sc","Home_Destroy_Buidings_Icon",125,480,50,,,,,
"TH2_Win_StarsUsingArchers","WinStarsUsingTroop","Accumulative","Regular","TID_STARTER_WINUSINGARCHER","TID_STARTER_WINUSINGARCHER_INFO","sc/ui.sc","icon_unit_archer",100,480,7,15,"Archer",,,
"TH3_Home_BuildLaboratory","UpgradeBuilding","Best","Regular","TID_STARTER_TH3_BUILDLABORATORY","TID_STARTER_TH3_INFO_BUILDLABORATORY","sc/buildings.sc","laboratory_lvl1",100,9999,1,1,"Laboratory",,,
"TH3_Home_TrainLaboratory","StartLabUpgradeHome","Accumulative","Regular","TID_STARTER_TH3_TRAINLABORATORY","TID_STARTER_TH3_INFO_TRAINLABORATORY","sc/ui.sc","Upgrade_Troops_Icon",125,9999,2,,,,,
"TH3_Home_BuildMortar","UpgradeBuilding","Best","Regular","TID_STARTER_TH3_BUILDMORTAR","TID_STARTER_TH3_INFO_BUILDMORTAR","sc/buildings.sc","mortar_lvl2",75,9999,1,1,"Mortar",,,
"TH3_Win_StarsSinglePlayer","GetTotalSinglePlayerStars","Best","Regular","TID_STARTER_TH3_WINSTARSGOBLINMAP","TID_STARTER_TH3_INFO_WINSTARSGOBLINMAP","sc/ui.sc","Win_Stars_Maps_Icon",50,480,24,,,,,
"TH3_Destroy_ArcherTowers","DestroyBuilding","Accumulative","Regular","TID_STARTER_TH3_DESTROYARCHERTOWER","TID_STARTER_TH3_INFO_DESTROYARCHERTOWER","sc/buildings.sc","tower_turret_lvl2",75,480,5,,"Archer Tower",,,
"TH3_Home_UpgradeBarracks","UpgradeBuilding","Best","Regular","TID_STARTER_TH4_UPGRADEBARRACKS","TID_STARTER_INFO_BUILDANY","sc/buildings.sc","barracks_lvl5",100,9999,2,5,"Barrack",,,
"TH3_Win_StarsUsingWallBreakers","WinStarsUsingTroop","Accumulative","Regular","TID_STARTER_WINUSINGWB","TID_STARTER_WINUSINGWB_INFO","sc/ui.sc","icon_unit_wallbreaker",75,480,12,3,"Wall Breaker",,,
"TH3_Home_UpgradeElixirStorage","UpgradeBuilding","Best","Regular","TID_STARTER_TH3_UPGRADEELIXIRSTORAGE","TID_STARTER_INFO_BUILDANY","sc/buildings.sc","elixir_storage_level5",75,9999,2,5,"Elixir Storage",,,
"TH3_Home_CollectGold","CollectResources","Accumulative","Regular","TID_STARTER_COLLECTGOLD","TID_BATTLEPASS_TASK_INFO_COLLECT_GOLD","sc/ui.sc","Collect_Gold_Icon",50,480,20000,,"Gold",,,
"TH3_Battle_LootElixir","LootResources","Accumulative","Regular","TID_STARTER_TH3_LOOTELIXIR","TID_STARTER_TH3_INFO_LOOTELIXIR","sc/ui.sc","Home_Get_Elixirtarget",75,9999,100000,,"Elixir",,,
"TH3_Home_UpgradeGoldStorage","UpgradeBuilding","Best","Regular","TID_STARTER_TH2_UPGRADEGOLDSTORAGE","TID_STARTER_INFO_BUILDANY","sc/buildings.sc","gold_storage_lvl6",75,9999,2,6,"Gold Storage",,,
"TH4_Home_UpgradeAny","StartUpgradeHome","Accumulative","Regular","TID_STARTER_UPGRADEBUILDING","TID_STARTER_UPGRADEBUILDING_INFO","sc/ui.sc","Start_Upgrades_Home_Icon",100,9999,9,,,,,
"TH4_Home_DonateTroops","DonateTroopCapacity","Accumulative","Regular","TID_CLANGAMES_TASK_DONATE_TROOPS","TID_CLANGAMES_TASK_INFO_DONATE_TROOPS","sc/ui.sc","Home_Donate_Troops",75,480,100,,,,,
"TH4_Win_StarsPractice","GetTotalPracticeStars","Best","Regular","TID_STARTER_TH4_WINSTARSPRACTICE","TID_STARTER_TH4_INFO_WINSTARSPRACTICE","sc/ui.sc","Win_Stars_Practice_Icon",50,480,3,,,,,
"TH4_Win_Stars","GetHomeBattleStars","Accumulative","Regular","TID_STARTER_WINSTARS","TID_STARTER_INFO_WINSTARS","sc/ui.sc","Get_Daily_Home_Star_Icon",125,9999,20,,,,,
"TH4_Home_BuildAirDefense","UpgradeBuilding","Best","Regular","TID_STARTER_TH4_BUILDAIRDEFENSE","TID_STARTER_INFO_BUILDANY","sc/buildings.sc","fireworks_tower_lvl2",50,9999,1,2,"Air Defense",,,
"TH4_Destroy_Mortars","DestroyBuilding","Accumulative","Regular","TID_STARTER_TH4_DESTROYMORTARS","TID_STARTER_INFO_DESTROYANY","sc/buildings.sc","mortar_lvl2",100,480,5,,"Mortar",,,
"TH4_Home_ClearObstacles","ClearObstacles","Accumulative","Regular","TID_STARTER_CLEAROBSTACLES","TID_CLANGAMES_TASK_INFO_CLEAR_OBSTACLES","sc/ui.sc","Home_Clear_Obstacles",25,480,10,,,,,
"TH4_Home_UpgradeArcherTower","UpgradeBuilding","Best","Regular","TID_STARTER_TH4_UPGRADEARCHERTOWER","TID_STARTER_INFO_BUILDANY","sc/buildings.sc","tower_turret_lvl4",50,9999,2,4,"Archer Tower",,,
"TH4_UpgradeLaboratory","UpgradeBuilding","Best","Regular","TID_STARTER_TH4_UPGRADELABORATORY","TID_STARTER_INFO_BUILDANY","sc/buildings.sc","laboratory_lvl2",75,9999,1,2,"Laboratory",,,
"TH4_Home_TrainLaboratory","StartLabUpgradeHome","Accumulative","Regular","TID_STARTER_TH3_TRAINLABORATORY","TID_STARTER_TH3_INFO_TRAINLABORATORY","sc/ui.sc","Upgrade_Troops_Icon",100,9999,2,,,,,
"TH4_Home_UpgradeGoldMine","UpgradeBuilding","Best","Regular","TID_STARTER_TH2_UPGRADEGOLDMINE","TID_STARTER_INFO_BUILDANY","sc/buildings.sc","goldmine_lvl7",125,9999,4,7,"Gold Mine",,,
"TH4_Win_StarsUnderTimeLimit","GetHomeStarsUnderTimeLimit","Accumulative","Regular","TID_CLANGAMES_TASK_SPEEDY_STARS_MV","TID_CLANGAMES_TASK_INFO_SPEEDY_STARS_MV","sc/ui.sc","Home_Time_Stars_Icon",75,480,10,60,,,,
"TH5_Home_UpgradeBarracks","UpgradeBuilding","Best","Regular","TID_STARTER_TH2_UPGRADEBARRACKS","TID_STARTER_INFO_BUILDANY","sc/buildings.sc","barracks_lvl7",50,9999,1,7,"Barrack",,,
"TH5_Home_DonateSpells","DonateSpellCapacity","Accumulative","Regular","TID_CLANGAMES_TASK_DONATE_SPELLS","TID_CLANGAMES_TASK_INFO_DONATE_SPELLS","sc/ui.sc","Home_Donate_Spells",75,480,5,,,,,
"TH5_Home_UpgradeArmyCamp","UpgradeBuilding","Best","Regular","TID_STARTER_TH2_UPGRADEARMYCAMP","TID_STARTER_INFO_BUILDANY","sc/buildings.sc","fireplace_lvl4",150,9999,3,5,"Troop Housing",,,
"TH5_Home_BuildSpellFactory","UpgradeBuilding","Best","Regular","TID_STARTER_TH5_BUILDSPELLFACTORY","TID_STARTER_TH5_INFO_BUILDSPELLFACTORY","sc/buildings.sc","spell_factory_lvl1",75,9999,1,1,"Spell Forge",,,
"TH5_Home_BuildWizardTower","UpgradeBuilding","Best","Regular","TID_STARTER_TH5_BUILDWIZARDTOWER","TID_STARTER_TH5_INFO_BUILDWIZARDTOWER","sc/buildings.sc","wizard_tower_lvl4",50,9999,1,2,"Wizard Tower",,,
"TH5_Home_CollectElixir","CollectResources","Accumulative","Regular","TID_STARTER_COLLECTELIXIR","TID_BATTLEPASS_TASK_INFO_COLLECT_ELIXIR","sc/ui.sc","Collect_Elixir_Icon",100,480,1000000,,"Elixir",,,
"TH5_Home_UpgradeElixir","UpgradeBuilding","Best","Regular","TID_STARTER_TH2_UPGRADEELXIR","TID_STARTER_INFO_BUILDANY","sc/buildings.sc","elixir_pump_lvl10",50,9999,5,10,"Elixir Pump",,,
"TH5_Win_GoldTarget","LootResources","Best","Regular","TID_STARTER_WINGOLD","TID_STARTER_WINGOLD_INFO","sc/ui.sc","Home_Get_Goldtarget",75,480,250000,,"Gold",,,
"TH5_Win_StarsUsingWizards","WinStarsUsingTroop","Accumulative","Regular","TID_STARTER_WINUSINGWIZ","TID_STARTER_WINUSINGWIZ_INFO","sc/ui.sc","icon_unit_wizard",100,480,10,5,"Wizard",,,
"TH5_Battle_DeployTroops","DeployTroopHousingSpace","Accumulative","Regular","TID_BATTLEPASS_TASK_DEPLOY_TROOPS","TID_BATTLEPASS_TASK_INFO_DEPLOY_TROOPS","sc/ui.sc","Deploy_Troops_Icon",75,480,500,,,,,
"TH5_Destroy_HomeBuildings","DestroyHomeBuildings","Accumulative","Regular","TID_STARTER_TH5_DESTROYANY","TID_STARTER_TH5_INFO_DESTROYANY","sc/ui.sc","Home_Destroy_Buidings_Icon",175,480,200,,,,,
"TH5_Battle_DeploySpells","DeploySpellHousingSpace","Accumulative","Regular","TID_BATTLEPASS_TASK_DEPLOY_SPELLS","TID_BATTLEPASS_TASK_INFO_DEPLOY_SPELLS","sc/ui.sc","Deploy_Spells_Icon",100,480,20,,,,,
"TH5_Destroy_WizardTowers","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_WIZARDTOWERS","TID_STARTER_INFO_DESTROYANY","sc/buildings.sc","wizard_tower_lvl1",100,480,12,,"Wizard Tower",,,
"TH5_Home_UpgradeBuilderHut","UpgradeBuilding","Best","Regular","TID_STARTER_TH5_UPGRADEBUILDERHUT","TID_STARTER_TH5_INFO_UPGRADEBUILDERHUT","sc/buildings.sc","worker_building",75,9999,3,1,"Worker Building",,,
"TH6_Home_UpgradeAny","StartUpgradeHome","Accumulative","Regular","TID_STARTER_UPGRADEBUILDING","TID_STARTER_UPGRADEBUILDING_INFO","sc/ui.sc","Start_Upgrades_Home_Icon",200,9999,15,,,,,
"TH6_Home_TrainLaboratory","StartLabUpgradeHome","Accumulative","Regular","TID_STARTER_TH3_TRAINLABORATORY","TID_STARTER_TH3_INFO_TRAINLABORATORY","sc/ui.sc","Upgrade_Troops_Icon",150,9999,5,,,,,
"TH6_Win_StarsUsingHealers","WinStarsUsingTroop","Accumulative","Regular","TID_STARTER_WINUSINGHEALER","TID_STARTER_WINUSINGHEALER_INFO","sc/ui.sc","icon_unit_healer",100,480,10,2,"Healer",,,
"TH6_Home_UpgradeWall","WallUpgradeHome","Accumulative","Regular","TID_STARTER_UPGRADEWALL","TID_STARTER_UPGRADEWALL_INFO","sc/ui.sc","Upgrade_Walls_Home_Icon",50,480,100,,,,,
"TH6_Win_Stars","GetHomeBattleStars","Accumulative","Regular","TID_STARTER_WINSTARS","TID_STARTER_INFO_WINSTARS","sc/ui.sc","Get_Daily_Home_Star_Icon",250,9999,30,,,,,
"TH6_Home_UpgradeGoldStorage","UpgradeBuilding","Best","Regular","TID_STARTER_TH2_UPGRADEGOLDSTORAGE","TID_STARTER_INFO_BUILDANY","sc/buildings.sc","gold_storage_lvl10",150,9999,2,10,"Gold Storage",,,
"TH6_Win_StarsPractice","GetTotalPracticeStars","Best","Regular","TID_STARTER_TH4_WINSTARSPRACTICE","TID_STARTER_TH4_INFO_WINSTARSPRACTICE","sc/ui.sc","Win_Stars_Practice_Icon",75,480,9,,,,,
"TH6_Win_StarsSinglePlayer","GetTotalSinglePlayerStars","Best","Regular","TID_STARTER_TH3_WINSTARSGOBLINMAP","TID_STARTER_TH3_INFO_WINSTARSGOBLINMAP","sc/ui.sc","Win_Stars_Maps_Icon",100,480,75,,,,,
